OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT,geo_shape,geo_point_2d
91,200479526,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1747-N004,D0151,OXFORD GROVE PARK,KEPERRA,WOOD FIRED,1,152.9663707542555,-27.3979354892215,"{""coordinates"": [152.9663707542555, -27.3979354892215], ""type"": ""Point""}","-27.3979354892215, 152.9663707542555"
92,200472066,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1511-N010,D0420,SIR JOHN CHANDLER PARK,INDOOROOPILLY,WOOD FIRED,1,153.00877171120766,-27.51947883766748,"{""coordinates"": [153.00877171120766, -27.51947883766748], ""type"": ""Point""}","-27.51947883766748, 153.00877171120766"
93,200478783,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2216-N002,D1472,JOY TAYLOR PARK,COOPERS PLAINS,WOOD FIRED,1,153.04240885762624,-27.568997569249944,"{""coordinates"": [153.04240885762624, -27.568997569249944], ""type"": ""Point""}","-27.568997569249944, 153.04240885762624"
94,200478587,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1949-N002,D0202,GORDON PARK PLAYGROUND PARK,GORDON PARK,WOOD FIRED,1,153.02768648119144,-27.414365979515374,"{""coordinates"": [153.02768648119144, -27.414365979515374], ""type"": ""Point""}","-27.414365979515374, 153.02768648119144"
95,200470448,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2018-N008,D0305,SHERWOOD ARBORETUM,SHERWOOD,WOOD FIRED,1,152.97417459015978,-27.52962556321824,"{""coordinates"": [152.97417459015978, -27.52962556321824], ""type"": ""Point""}","-27.52962556321824, 152.97417459015978"
96,100101839,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1607-N009,D0637,WITTONGA PARK,THE GAP,MAINS POWER,1,152.93465721326362,-27.43914626759241,"{""coordinates"": [152.93465721326362, -27.43914626759241], ""type"": ""Point""}","-27.43914626759241, 152.93465721326362"
97,200471625,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1878-N002,D0273,BROOKFIELD RECREATION RESERVE,BROOKFIELD,WOOD FIRED,1,152.91139159480088,-27.492375774628915,"{""coordinates"": [152.91139159480088, -27.492375774628915], ""type"": ""Point""}","-27.492375774628915, 152.91139159480088"
98,200470540,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1649-N003,D0603,LEICESTER STREET PARK,COORPAROO,WOOD FIRED,1,153.0671939506636,-27.496783140948477,"{""coordinates"": [153.0671939506636, -27.496783140948477], ""type"": ""Point""}","-27.496783140948477, 153.0671939506636"
99,200549401,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1785-N008,D0040,KIANAWAH PARK,TINGALPA,WOOD FIRED,1,153.12601227779103,-27.47571308766573,"{""coordinates"": [153.12601227779103, -27.47571308766573], ""type"": ""Point""}","-27.47571308766573, 153.12601227779103"
100,200472853,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2387-N004,D0911,ANNA SMITH OBE QUOTA PARK,CARINDALE,WOOD FIRED,1,153.10720536070593,-27.505900163638334,"{""coordinates"": [153.10720536070593, -27.505900163638334], ""type"": ""Point""}","-27.505900163638334, 153.10720536070593"
101,100302382,BBQ - GAS SINGLE (SOLAR IGNITION),BARBEQUE,B-RE-1880-N002,D0271,MOGGILL FERRY RESERVE,MOGGILL,BOTTLED GAS,1,152.85775218271948,-27.59603532670628,"{""coordinates"": [152.85775218271948, -27.59603532670628], ""type"": ""Point""}","-27.59603532670628, 152.85775218271948"
102,100092016,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2299-N006,D1330,MCDOWALL RESERVE,MCDOWALL,MAINS POWER,1,152.98842593996875,-27.375489926385963,"{""coordinates"": [152.98842593996875, -27.375489926385963], ""type"": ""Point""}","-27.375489926385963, 152.98842593996875"
103,100453644,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1471-N004,D0371,PRINCESS STREET PARK (NOS.5-21),FAIRFIELD,WOOD FIRED,1,153.02314655350108,-27.50095841549069,"{""coordinates"": [153.02314655350108, -27.50095841549069], ""type"": ""Point""}","-27.50095841549069, 153.02314655350108"
104,200479280,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N011,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9436268504443,-27.464364782993734,"{""coordinates"": [152.9436268504443, -27.464364782993734], ""type"": ""Point""}","-27.464364782993734, 152.9436268504443"
105,100102093,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1936-N002,D0408,GUYATT PARK,ST LUCIA,MAINS POWER,2,153.00127055432012,-27.492800990013457,"{""coordinates"": [153.00127055432012, -27.492800990013457], ""type"": ""Point""}","-27.492800990013457, 153.00127055432012"
106,100271121,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1373-N002,D0467,ANZAC PARK,TOOWONG,MAINS POWER,1,152.98141180890576,-27.479489496684085,"{""coordinates"": [152.98141180890576, -27.479489496684085], ""type"": ""Point""}","-27.479489496684085, 152.98141180890576"
107,200487647,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N010,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.941811902185,-27.469815923304978,"{""coordinates"": [152.941811902185, -27.469815923304978], ""type"": ""Point""}","-27.469815923304978, 152.941811902185"
108,100106802,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1736-N025,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,2,153.05288077474384,-27.470496349231958,"{""coordinates"": [153.05288077474384, -27.470496349231958], ""type"": ""Point""}","-27.470496349231958, 153.05288077474384"
109,200482666,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2399-N007,D0824,GRACEVILLE RIVERSIDE PARKLANDS,GRACEVILLE,WOOD FIRED,1,152.99250043097152,-27.52298251301776,"{""coordinates"": [152.99250043097152, -27.52298251301776], ""type"": ""Point""}","-27.52298251301776, 152.99250043097152"
110,200504226,BBQ - WOOD SINGLE,BARBEQUE,B-RE-0620-N006,D1810,PACIFIC PARADE PARK,FOREST LAKE,WOOD FIRED,1,152.97741018979013,-27.628108046213775,"{""coordinates"": [152.97741018979013, -27.628108046213775], ""type"": ""Point""}","-27.628108046213775, 152.97741018979013"
111,100439813,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2002-N015,D0230,BRADBURY PARK,KEDRON,MAINS POWER,2,153.02721903203803,-27.397109341295078,"{""coordinates"": [153.02721903203803, -27.397109341295078], ""type"": ""Point""}","-27.397109341295078, 153.02721903203803"
112,200550667,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1604-N008,D0640,MEADOWLANDS PICNIC GROUND PARK,TINGALPA,WOOD FIRED,1,153.1215099841418,-27.493247352115432,"{""coordinates"": [153.1215099841418, -27.493247352115432], ""type"": ""Point""}","-27.493247352115432, 153.1215099841418"
113,100252224,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1979-N013,D0169,CROSBY PARK,ALBION,MAINS POWER,1,153.0482046473331,-27.43556538137825,"{""coordinates"": [153.0482046473331, -27.43556538137825], ""type"": ""Point""}","-27.43556538137825, 153.0482046473331"
114,100252286,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0047-N010,D2040,NEWCOMB PARK,RIVERHILLS,MAINS POWER,1,152.89944971153298,-27.562594001684,"{""coordinates"": [152.89944971153298, -27.562594001684], ""type"": ""Point""}","-27.562594001684, 152.89944971153298"
115,100264426,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N031,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.96852089201792,-27.47286395778524,"{""coordinates"": [152.96852089201792, -27.47286395778524], ""type"": ""Point""}","-27.47286395778524, 152.96852089201792"
116,100264443,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N031,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.967856114631,-27.473076640557657,"{""coordinates"": [152.967856114631, -27.473076640557657], ""type"": ""Point""}","-27.473076640557657, 152.967856114631"
117,100265807,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0680-N003,D1837,WESTON PLACE PARK,OXLEY,MAINS POWER,1,152.9842490485983,-27.57435704599092,"{""coordinates"": [152.9842490485983, -27.57435704599092], ""type"": ""Point""}","-27.57435704599092, 152.9842490485983"
118,100273115,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1864-N003,D0289,HUTCHISON PARK,SHORNCLIFFE,MAINS POWER,1,153.08060232076951,-27.326032403973723,"{""coordinates"": [153.08060232076951, -27.326032403973723], ""type"": ""Point""}","-27.326032403973723, 153.08060232076951"
119,100280862,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0508-N004,D1617,GREENWAYS ESPLANADE PARK,PARKINSON,MAINS POWER,2,153.02039563658758,-27.63687979585564,"{""coordinates"": [153.02039563658758, -27.63687979585564], ""type"": ""Point""}","-27.63687979585564, 153.02039563658758"
120,100290094,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2008-N003,D0317,NIXON PARK,OXLEY,MAINS POWER,2,152.97826682424983,-27.552453960788082,"{""coordinates"": [152.97826682424983, -27.552453960788082], ""type"": ""Point""}","-27.552453960788082, 152.97826682424983"
121,100290210,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1542-N005,D0699,HERCULES STREET PARK,HAMILTON,MAINS POWER,2,153.06876424533306,-27.43872871763825,"{""coordinates"": [153.06876424533306, -27.43872871763825], ""type"": ""Point""}","-27.43872871763825, 153.06876424533306"
122,100290239,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N008,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9587780215482,-27.46631061321407,"{""coordinates"": [152.9587780215482, -27.46631061321407], ""type"": ""Point""}","-27.46631061321407, 152.9587780215482"
123,100290255,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2061-N001,D1263,KURILPA POINT PARK,SOUTH BRISBANE,MAINS POWER,1,153.01511732890472,-27.46973103013547,"{""coordinates"": [153.01511732890472, -27.46973103013547], ""type"": ""Point""}","-27.46973103013547, 153.01511732890472"
124,100291093,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1809-N009,D0013,KEONG PARK,STAFFORD,MAINS POWER,1,153.00599261330015,-27.407400407101793,"{""coordinates"": [153.00599261330015, -27.407400407101793], ""type"": ""Point""}","-27.407400407101793, 153.00599261330015"
125,100293895,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1190-N004,D3175,TRYON STREET PARK,UPPER MOUNT GRAVATT,MAINS POWER,2,153.08441687592193,-27.55977719096874,"{""coordinates"": [153.08441687592193, -27.55977719096874], ""type"": ""Point""}","-27.55977719096874, 153.08441687592193"
126,100294936,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0205-N001,D2171,SANCTUARY DRIVE PARK,FOREST LAKE,MAINS POWER,2,152.98363564699886,-27.63571008347373,"{""coordinates"": [152.98363564699886, -27.63571008347373], ""type"": ""Point""}","-27.63571008347373, 152.98363564699886"
127,100421939,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2238-N005,D1437,RAINBOW LORIKEET PARK,ASPLEY,MAINS POWER,1,153.03293320896316,-27.369635008903366,"{""coordinates"": [153.03293320896316, -27.369635008903366], ""type"": ""Point""}","-27.369635008903366, 153.03293320896316"
128,200472997,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1594-N001,D0650,JAMBOREE LIONS COMMUNITY PARK,MIDDLE PARK,MAINS POWER,1,152.91810176730024,-27.558937708629127,"{""coordinates"": [152.91810176730024, -27.558937708629127], ""type"": ""Point""}","-27.558937708629127, 152.91810176730024"
129,200476345,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1750-N004,D0148,FERNY GROVE PICNIC GROUND PARK,FERNY GROVE,MAINS POWER,1,152.93812915427205,-27.40215197035052,"{""coordinates"": [152.93812915427205, -27.40215197035052], ""type"": ""Point""}","-27.40215197035052, 152.93812915427205"
130,200479290,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1469-N004,D0373,JOHN WALKER PLACE,YERONGA,MAINS POWER,1,153.01370352192038,-27.50566140980104,"{""coordinates"": [153.01370352192038, -27.50566140980104], ""type"": ""Point""}","-27.50566140980104, 153.01370352192038"
131,200479547,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2555-N001,D1075,GUS DAVIES PARK,BALD HILLS,MAINS POWER,1,153.02043083347152,-27.306855569494836,"{""coordinates"": [153.02043083347152, -27.306855569494836], ""type"": ""Point""}","-27.306855569494836, 153.02043083347152"
132,200479592,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2257-N001,D1523,KING STREET PARK,KURABY,MAINS POWER,1,153.10192192898594,-27.60380454658534,"{""coordinates"": [153.10192192898594, -27.60380454658534], ""type"": ""Point""}","-27.60380454658534, 153.10192192898594"
133,200482513,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1865-N004,D0288,MOORA PARK,SHORNCLIFFE,MAINS POWER,2,153.08551716745998,-27.325085650557984,"{""coordinates"": [153.08551716745998, -27.325085650557984], ""type"": ""Point""}","-27.325085650557984, 153.08551716745998"
134,200482789,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0394-N001,D1551,SVOBODA PARK,KURABY,MAINS POWER,1,153.09749928846404,-27.605500494604083,"{""coordinates"": [153.09749928846404, -27.605500494604083], ""type"": ""Point""}","-27.605500494604083, 153.09749928846404"
135,200488913,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1629-N010,D0563,MORTIMER ROAD PARK,ACACIA RIDGE,MAINS POWER,1,153.0167991250053,-27.57788847797995,"{""coordinates"": [153.0167991250053, -27.57788847797995], ""type"": ""Point""}","-27.57788847797995, 153.0167991250053"
136,200488921,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1642-N002,D0612,BELLEVUE AVENUE PARK,GAYTHORNE,MAINS POWER,1,152.98175372082812,-27.41046048503389,"{""coordinates"": [152.98175372082812, -27.41046048503389], ""type"": ""Point""}","-27.41046048503389, 152.98175372082812"
137,200488993,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2004-N032,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,1,153.03464012199115,-27.375844529510076,"{""coordinates"": [153.03464012199115, -27.375844529510076], ""type"": ""Point""}","-27.375844529510076, 153.03464012199115"
138,200489303,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0151-N004,D1939,MT CROSBY SPORTSGROUND,CHUWAR,MAINS POWER,1,152.79570221734227,-27.53943625519461,"{""coordinates"": [152.79570221734227, -27.53943625519461], ""type"": ""Point""}","-27.53943625519461, 152.79570221734227"
139,200500752,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2549-N001,D1082,MATISSE STREET PARK,CARSELDINE,MAINS POWER,2,153.02064468866357,-27.345121598392442,"{""coordinates"": [153.02064468866357, -27.345121598392442], ""type"": ""Point""}","-27.345121598392442, 153.02064468866357"
140,200500840,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N019,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.07168760834745,-27.31673930056666,"{""coordinates"": [153.07168760834745, -27.31673930056666], ""type"": ""Point""}","-27.31673930056666, 153.07168760834745"
141,200500846,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N026,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.08418250074564,-27.32327155065483,"{""coordinates"": [153.08418250074564, -27.32327155065483], ""type"": ""Point""}","-27.32327155065483, 153.08418250074564"
142,200501937,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1447-N008,D0438,NUDGEE BEACH RESERVE,NUDGEE BEACH,MAINS POWER,2,153.10261399783778,-27.34461814025632,"{""coordinates"": [153.10261399783778, -27.34461814025632], ""type"": ""Point""}","-27.34461814025632, 153.10261399783778"
143,200502375,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2628-N007,D0995,WYNNUM WADING POOL PARK,WYNNUM,MAINS POWER,1,153.1759622478393,-27.441633622182497,"{""coordinates"": [153.1759622478393, -27.441633622182497], ""type"": ""Point""}","-27.441633622182497, 153.1759622478393"
144,200524096,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N010,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.03270028547254,-27.4817519892321,"{""coordinates"": [153.03270028547254, -27.4817519892321], ""type"": ""Point""}","-27.4817519892321, 153.03270028547254"
145,200524373,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N003,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.03342519758723,-27.47953978550498,"{""coordinates"": [153.03342519758723, -27.47953978550498], ""type"": ""Point""}","-27.47953978550498, 153.03342519758723"
146,200542964,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N037,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9292649462716,-27.478711474206275,"{""coordinates"": [152.9292649462716, -27.478711474206275], ""type"": ""Point""}","-27.478711474206275, 152.9292649462716"
147,100086067,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0416-N006,D1723,FREW PARK,MILTON,MAINS POWER,2,153.00037576961574,-27.469257966157805,"{""coordinates"": [153.00037576961574, -27.469257966157805], ""type"": ""Point""}","-27.469257966157805, 153.00037576961574"
148,100119620,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1988-N004,D0244,BOWDEN PARK,GEEBUNG,MAINS POWER,1,153.04976833322374,-27.374208340279846,"{""coordinates"": [153.04976833322374, -27.374208340279846], ""type"": ""Point""}","-27.374208340279846, 153.04976833322374"
149,100119695,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2060-N007,D1264,TUCKEROO PARK,NUDGEE BEACH,MAINS POWER,1,153.10267086886785,-27.3628713401431,"{""coordinates"": [153.10267086886785, -27.3628713401431], ""type"": ""Point""}","-27.3628713401431, 153.10267086886785"
150,100125827,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0560-N004,D1777,BERKSHIRE CRESCENT PARK,WISHART,MAINS POWER,2,153.09978093457747,-27.549149965906675,"{""coordinates"": [153.09978093457747, -27.549149965906675], ""type"": ""Point""}","-27.549149965906675, 153.09978093457747"
151,100125848,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2820-N002,D2228,KOOKABURRA CIRCUIT PARK,ROCHEDALE,MAINS POWER,2,153.11187705361482,-27.565020897166107,"{""coordinates"": [153.11187705361482, -27.565020897166107], ""type"": ""Point""}","-27.565020897166107, 153.11187705361482"
152,100125894,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2005-N006,D0320,TOM O'NEIL PARK,OXLEY,MAINS POWER,2,152.97246842676566,-27.56249573750774,"{""coordinates"": [152.97246842676566, -27.56249573750774], ""type"": ""Point""}","-27.56249573750774, 152.97246842676566"
153,100132143,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2746-N003,D2199,BUNYAPA PARK,WEST END,MAINS POWER,2,153.0111786376246,-27.4804714878542,"{""coordinates"": [153.0111786376246, -27.4804714878542], ""type"": ""Point""}","-27.4804714878542, 153.0111786376246"
154,100132672,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N023,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.97110209543644,-27.47225044592989,"{""coordinates"": [152.97110209543644, -27.47225044592989], ""type"": ""Point""}","-27.47225044592989, 152.97110209543644"
155,100135926,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1911-N005,D0343,WEST END RIVERSIDE LANDS PARK,WEST END,MAINS POWER,2,153.0008752770136,-27.481123089594092,"{""coordinates"": [153.0008752770136, -27.481123089594092], ""type"": ""Point""}","-27.481123089594092, 153.0008752770136"
156,100455508,BBQ – ELECTRIC SINGLE,BARBEQUE,B-RE-2854-N004,D2247,CASSIDY CRESCENT PARK,BRIDGEMAN DOWNS,MAINS POWER,1,153.00360875099105,-27.336970433919745,"{""coordinates"": [153.00360875099105, -27.336970433919745], ""type"": ""Point""}","-27.336970433919745, 153.00360875099105"
157,200504679,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0328-N003,D2556,CHURCHILL CIRCUIT PARK,BANYO,MAINS POWER,1,153.07956077552262,-27.38101352276211,"{""coordinates"": [153.07956077552262, -27.38101352276211], ""type"": ""Point""}","-27.38101352276211, 153.07956077552262"
158,200501430,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2628-N008,D0995,WYNNUM WADING POOL PARK,WYNNUM,MAINS POWER,2,153.17661331775116,-27.442413755914053,"{""coordinates"": [153.17661331775116, -27.442413755914053], ""type"": ""Point""}","-27.442413755914053, 153.17661331775116"
159,200502790,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N005,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.0321378473694,-27.320053615171506,"{""coordinates"": [153.0321378473694, -27.320053615171506], ""type"": ""Point""}","-27.320053615171506, 153.0321378473694"
160,200504044,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2633-N002,D0989,LEACROFT ROAD PARK,BURBANK,MAINS POWER,2,153.16448959429226,-27.570523143943305,"{""coordinates"": [153.16448959429226, -27.570523143943305], ""type"": ""Point""}","-27.570523143943305, 153.16448959429226"
161,200504464,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1890-N003,D0260,FIG TREE POCKET RIVERSIDE RESERVE,FIG TREE POCKET,MAINS POWER,1,152.97303793146162,-27.54203598448862,"{""coordinates"": [152.97303793146162, -27.54203598448862], ""type"": ""Point""}","-27.54203598448862, 152.97303793146162"
162,200505254,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0651-N006,D1638,CRIBB ROAD PARK,CARINDALE,MAINS POWER,1,153.11954425790577,-27.52813453835894,"{""coordinates"": [153.11954425790577, -27.52813453835894], ""type"": ""Point""}","-27.52813453835894, 153.11954425790577"
163,200510384,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0233-N006,D2672,BULIMBA RIVERSIDE PARK,BULIMBA,MAINS POWER,2,153.0536731848637,-27.454024749656426,"{""coordinates"": [153.0536731848637, -27.454024749656426], ""type"": ""Point""}","-27.454024749656426, 153.0536731848637"
164,200517728,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1482-N005,D0360,WOOLLOONGABBA ROTARY PARK,EAST BRISBANE,MAINS POWER,1,153.04222606257548,-27.489891714970458,"{""coordinates"": [153.04222606257548, -27.489891714970458], ""type"": ""Point""}","-27.489891714970458, 153.04222606257548"
165,200517748,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1520-N003,D0502,FLYNN OVAL PARK,WINDSOR,MAINS POWER,1,153.03398048121744,-27.439567364816405,"{""coordinates"": [153.03398048121744, -27.439567364816405], ""type"": ""Point""}","-27.439567364816405, 153.03398048121744"
166,200520541,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2004-N018,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,2,153.03397382034348,-27.37816848601548,"{""coordinates"": [153.03397382034348, -27.37816848601548], ""type"": ""Point""}","-27.37816848601548, 153.03397382034348"
