OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT,geo_shape,geo_point_2d
630,200500152,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0453-N003,D1582,BILL MCFARLANE PARK,WAKERLEY,MAINS POWER,1,153.1490742260207,-27.477875227008436,"{""coordinates"": [153.1490742260207, -27.477875227008436], ""type"": ""Point""}","-27.477875227008436, 153.1490742260207"
631,200500208,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1773-N007,D0214,HUXTABLE PARK,CHERMSIDE WEST,MAINS POWER,1,153.01472105529376,-27.388040162097063,"{""coordinates"": [153.01472105529376, -27.388040162097063], ""type"": ""Point""}","-27.388040162097063, 153.01472105529376"
632,200500317,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2004-N032,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,1,153.03480244057496,-27.37611246603845,"{""coordinates"": [153.03480244057496, -27.37611246603845], ""type"": ""Point""}","-27.37611246603845, 153.03480244057496"
633,200500405,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2077-N001,D1242,MING-SHAN PARK,CALAMVALE,MAINS POWER,1,153.05757931604674,-27.631398058276382,"{""coordinates"": [153.05757931604674, -27.631398058276382], ""type"": ""Point""}","-27.631398058276382, 153.05757931604674"
634,200501072,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1685-N004,D0517,BAYSIDE PARK,MANLY,MAINS POWER,2,153.187277276339,-27.452105378056057,"{""coordinates"": [153.187277276339, -27.452105378056057], ""type"": ""Point""}","-27.452105378056057, 153.187277276339"
635,200502777,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N011,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.0314399374488,-27.319965360809963,"{""coordinates"": [153.0314399374488, -27.319965360809963], ""type"": ""Point""}","-27.319965360809963, 153.0314399374488"
636,200502779,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N011,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.03127758409644,-27.320171636117298,"{""coordinates"": [153.03127758409644, -27.320171636117298], ""type"": ""Point""}","-27.320171636117298, 153.03127758409644"
637,200502791,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N005,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.03207590449503,-27.32024066083466,"{""coordinates"": [153.03207590449503, -27.32024066083466], ""type"": ""Point""}","-27.32024066083466, 153.03207590449503"
638,200504614,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0603-N006,D1893,STUMERS ROAD RESERVE,MOUNT CROSBY,MAINS POWER,1,152.80439659181326,-27.539361249916844,"{""coordinates"": [152.80439659181326, -27.539361249916844], ""type"": ""Point""}","-27.539361249916844, 152.80439659181326"
639,200507010,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0567-N001,D1768,DR VALENTINE McDOWALL PARK,MCDOWALL,MAINS POWER,1,152.9812239434349,-27.37372005204396,"{""coordinates"": [152.9812239434349, -27.37372005204396], ""type"": ""Point""}","-27.37372005204396, 152.9812239434349"
640,200510389,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0233-N006,D2672,BULIMBA RIVERSIDE PARK,BULIMBA,MAINS POWER,1,153.05369825462458,-27.4537558380705,"{""coordinates"": [153.05369825462458, -27.4537558380705], ""type"": ""Point""}","-27.4537558380705, 153.05369825462458"
641,200513023,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0330-N001,D2554,MCLEOD COURT PARK,MCDOWALL,MAINS POWER,1,152.9959012336141,-27.389224688293055,"{""coordinates"": [152.9959012336141, -27.389224688293055], ""type"": ""Point""}","-27.389224688293055, 152.9959012336141"
642,200513065,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0305-N001,D2118,CAPTAIN DOUG HISLOP PARK,MURARRIE,MAINS POWER,2,153.09898589488262,-27.448458360641574,"{""coordinates"": [153.09898589488262, -27.448458360641574], ""type"": ""Point""}","-27.448458360641574, 153.09898589488262"
643,200515741,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N004,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.0647472849451,-27.29293920667231,"{""coordinates"": [153.0647472849451, -27.29293920667231], ""type"": ""Point""}","-27.29293920667231, 153.0647472849451"
644,200517679,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1499-N011,D0434,BROADWATER PICNIC GROUND PARK,MANSFIELD,MAINS POWER,2,153.11121317354977,-27.544299706487557,"{""coordinates"": [153.11121317354977, -27.544299706487557], ""type"": ""Point""}","-27.544299706487557, 153.11121317354977"
645,200518566,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1655-N004,D0709,ANSTEAD BUSHLAND RESERVE,ANSTEAD,MAINS POWER,2,152.86136988257104,-27.543192847467747,"{""coordinates"": [152.86136988257104, -27.543192847467747], ""type"": ""Point""}","-27.543192847467747, 152.86136988257104"
646,200522568,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1865-N002,D0288,MOORA PARK,SHORNCLIFFE,MAINS POWER,1,153.08489022159185,-27.324576781533263,"{""coordinates"": [153.08489022159185, -27.324576781533263], ""type"": ""Point""}","-27.324576781533263, 153.08489022159185"
647,200524046,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1717-N005,D0119,C.B.MOTT PARK,HOLLAND PARK,MAINS POWER,1,153.05775330004062,-27.51601844362501,"{""coordinates"": [153.05775330004062, -27.51601844362501], ""type"": ""Point""}","-27.51601844362501, 153.05775330004062"
648,200524053,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1676-N002,D0658,KIANAWAH ROAD PARK (NO.330),WYNNUM WEST,MAINS POWER,2,153.1465197495237,-27.457528202989664,"{""coordinates"": [153.1465197495237, -27.457528202989664], ""type"": ""Point""}","-27.457528202989664, 153.1465197495237"
649,200524107,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1426-N010,D0530,LOTA CAMPING RESERVE,LOTA,MAINS POWER,2,153.1922417056101,-27.46640989743165,"{""coordinates"": [153.1922417056101, -27.46640989743165], ""type"": ""Point""}","-27.46640989743165, 153.1922417056101"
650,200524468,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2646-N003,D0975,FRED FRANCIS PARK,BRACKEN RIDGE,MAINS POWER,1,153.04398225758223,-27.317349691603695,"{""coordinates"": [153.04398225758223, -27.317349691603695], ""type"": ""Point""}","-27.317349691603695, 153.04398225758223"
651,200524470,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2061-N004,D1263,KURILPA POINT PARK,SOUTH BRISBANE,MAINS POWER,2,153.01648748173528,-27.46968884504446,"{""coordinates"": [153.01648748173528, -27.46968884504446], ""type"": ""Point""}","-27.46968884504446, 153.01648748173528"
652,200524472,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N013,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.03367376539964,-27.478961287835414,"{""coordinates"": [153.03367376539964, -27.478961287835414], ""type"": ""Point""}","-27.478961287835414, 153.03367376539964"
653,200526313,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0151-N008,D1939,MT CROSBY SPORTSGROUND,CHUWAR,MAINS POWER,1,152.79575721792847,-27.5404355925456,"{""coordinates"": [152.79575721792847, -27.5404355925456], ""type"": ""Point""}","-27.5404355925456, 152.79575721792847"
654,200526971,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1748-N003,D0150,UPPER KEDRON RECREATION RESERVE,UPPER KEDRON,MAINS POWER,2,152.92333762434296,-27.410244940026995,"{""coordinates"": [152.92333762434296, -27.410244940026995], ""type"": ""Point""}","-27.410244940026995, 152.92333762434296"
655,200526973,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1748-N003,D0150,UPPER KEDRON RECREATION RESERVE,UPPER KEDRON,MAINS POWER,2,152.92345309998385,-27.40991365191561,"{""coordinates"": [152.92345309998385, -27.40991365191561], ""type"": ""Point""}","-27.40991365191561, 152.92345309998385"
656,200527463,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N014,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.03432728039604,-27.478522091481267,"{""coordinates"": [153.03432728039604, -27.478522091481267], ""type"": ""Point""}","-27.478522091481267, 153.03432728039604"
657,200528097,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1792-N005,D0031,HEMMANT RECREATION RESERVE,HEMMANT,MAINS POWER,1,153.12562058855724,-27.45045168267158,"{""coordinates"": [153.12562058855724, -27.45045168267158], ""type"": ""Point""}","-27.45045168267158, 153.12562058855724"
658,200529050,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0235-N002,D2634,TORRENS CRESCENT PARK,WAKERLEY,MAINS POWER,2,153.1586238783824,-27.48232307789809,"{""coordinates"": [153.1586238783824, -27.48232307789809], ""type"": ""Point""}","-27.48232307789809, 153.1586238783824"
659,200532192,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1869-N001,D0284,SANDGATE SECOND LAGOON RESERVE,SANDGATE,MAINS POWER,2,153.0636750415292,-27.31431806205505,"{""coordinates"": [153.0636750415292, -27.31431806205505], ""type"": ""Point""}","-27.31431806205505, 153.0636750415292"
660,200535197,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0357-N001,D2190,BRUSH BOX PLACE PARK,HEATHWOOD,MAINS POWER,1,152.99131348169405,-27.63291213944701,"{""coordinates"": [152.99131348169405, -27.63291213944701], ""type"": ""Point""}","-27.63291213944701, 152.99131348169405"
661,200536619,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1557-N012,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,2,153.03529425285723,-27.475281532854392,"{""coordinates"": [153.03529425285723, -27.475281532854392], ""type"": ""Point""}","-27.475281532854392, 153.03529425285723"
662,200536620,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1557-N012,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,2,153.03532094987042,-27.475596682085982,"{""coordinates"": [153.03532094987042, -27.475596682085982], ""type"": ""Point""}","-27.475596682085982, 153.03532094987042"
663,200536621,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1557-N012,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,2,153.03530673821984,-27.4759197601137,"{""coordinates"": [153.03530673821984, -27.4759197601137], ""type"": ""Point""}","-27.4759197601137, 153.03530673821984"
664,200541046,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1736-N002,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,1,153.05216604053913,-27.468479295844666,"{""coordinates"": [153.05216604053913, -27.468479295844666], ""type"": ""Point""}","-27.468479295844666, 153.05216604053913"
665,200541702,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0283-N004,D2176,FORT ROAD BUSHLANDS,OXLEY,MAINS POWER,1,152.9652876128247,-27.546604261579436,"{""coordinates"": [152.9652876128247, -27.546604261579436], ""type"": ""Point""}","-27.546604261579436, 152.9652876128247"
666,200541703,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0283-N004,D2176,FORT ROAD BUSHLANDS,OXLEY,MAINS POWER,1,152.96525968357642,-27.546799968396154,"{""coordinates"": [152.96525968357642, -27.546799968396154], ""type"": ""Point""}","-27.546799968396154, 152.96525968357642"
667,200542737,BBQ - GAS DOUBLE,BARBEQUE,B-RE-1901-N015,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.94418297688793,-27.467989037130867,"{""coordinates"": [152.94418297688793, -27.467989037130867], ""type"": ""Point""}","-27.467989037130867, 152.94418297688793"
668,200545318,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1495-N005,D0509,BRADSHAW PARK,LUTWYCHE,MAINS POWER,1,153.03226430676608,-27.419698710056846,"{""coordinates"": [153.03226430676608, -27.419698710056846], ""type"": ""Point""}","-27.419698710056846, 153.03226430676608"
669,200548781,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N005,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.03211185297678,-27.32048919663974,"{""coordinates"": [153.03211185297678, -27.32048919663974], ""type"": ""Point""}","-27.32048919663974, 153.03211185297678"
670,200548865,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2351-N004,D1398,LOTA POINT PARK (ROAD RESERVE),LOTA,MAINS POWER,1,153.1933108482399,-27.473438259752186,"{""coordinates"": [153.1933108482399, -27.473438259752186], ""type"": ""Point""}","-27.473438259752186, 153.1933108482399"
671,200548943,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1723-N006,D0113,PERTH STREET PARK,CAMP HILL,MAINS POWER,2,153.0739848623699,-27.48592957849319,"{""coordinates"": [153.0739848623699, -27.48592957849319], ""type"": ""Point""}","-27.48592957849319, 153.0739848623699"
672,200551856,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0234-N001,D2635,HAZEL STREET PARK,HEATHWOOD,MAINS POWER,1,152.98853643616877,-27.634399649026935,"{""coordinates"": [152.98853643616877, -27.634399649026935], ""type"": ""Point""}","-27.634399649026935, 152.98853643616877"
673,200551895,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1129-N003,D3054,HEATHWOOD PARK,HEATHWOOD,MAINS POWER,1,152.98763160784418,-27.637132123949296,"{""coordinates"": [152.98763160784418, -27.637132123949296], ""type"": ""Point""}","-27.637132123949296, 152.98763160784418"
674,200554082,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1475-N004,D0367,REAL PARK,EAST BRISBANE,MAINS POWER,2,153.04885853802142,-27.481115801356125,"{""coordinates"": [153.04885853802142, -27.481115801356125], ""type"": ""Point""}","-27.481115801356125, 153.04885853802142"
675,200554622,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0122-N002,D1961,BUCKINGHAM PLACE PARK,EIGHT MILE PLAINS,MAINS POWER,1,153.09650520595295,-27.57503906850165,"{""coordinates"": [153.09650520595295, -27.57503906850165], ""type"": ""Point""}","-27.57503906850165, 153.09650520595295"
676,200554727,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2249-N002,D1426,SIR JAMES KILLEN RESERVE,SUNNYBANK HILLS,MAINS POWER,1,153.05086002697357,-27.58732158867202,"{""coordinates"": [153.05086002697357, -27.58732158867202], ""type"": ""Point""}","-27.58732158867202, 153.05086002697357"
677,200555688,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1812-N010,D0010,FAULKNER PARK,GRACEVILLE,MAINS POWER,1,152.986139353597,-27.518456697518666,"{""coordinates"": [152.986139353597, -27.518456697518666], ""type"": ""Point""}","-27.518456697518666, 152.986139353597"
678,200556815,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1387-N009,D0463,KALINGA PARK,KALINGA,MAINS POWER,2,153.05136077544293,-27.405807670175047,"{""coordinates"": [153.05136077544293, -27.405807670175047], ""type"": ""Point""}","-27.405807670175047, 153.05136077544293"
679,200560032,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1469-N001,D0373,JOHN WALKER PLACE,YERONGA,MAINS POWER,1,153.0191079256197,-27.50513734942589,"{""coordinates"": [153.0191079256197, -27.50513734942589], ""type"": ""Point""}","-27.50513734942589, 153.0191079256197"
680,200560079,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1730-N005,D0103,GOULD ROAD PARK,HERSTON,MAINS POWER,1,153.02051531801234,-27.442607086097805,"{""coordinates"": [153.02051531801234, -27.442607086097805], ""type"": ""Point""}","-27.442607086097805, 153.02051531801234"
681,200560176,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1676-N002,D0658,KIANAWAH ROAD PARK (NO.330),WYNNUM WEST,MAINS POWER,2,153.14695251662332,-27.45741913053858,"{""coordinates"": [153.14695251662332, -27.45741913053858], ""type"": ""Point""}","-27.45741913053858, 153.14695251662332"
682,200560507,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1426-N010,D0530,LOTA CAMPING RESERVE,LOTA,MAINS POWER,2,153.19244197563154,-27.466620060912533,"{""coordinates"": [153.19244197563154, -27.466620060912533], ""type"": ""Point""}","-27.466620060912533, 153.19244197563154"
683,200560756,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1378-N003,D0480,PERRIN PARK,TOOWONG,MAINS POWER,2,152.99204171448176,-27.49134339949804,"{""coordinates"": [152.99204171448176, -27.49134339949804], ""type"": ""Point""}","-27.49134339949804, 152.99204171448176"
684,200560926,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1920-N010,D0338,JINDALEE BOAT RAMP PARK,JINDALEE,MAINS POWER,2,152.92862406563154,-27.53097153115938,"{""coordinates"": [152.92862406563154, -27.53097153115938], ""type"": ""Point""}","-27.53097153115938, 152.92862406563154"
685,200560927,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1920-N004,D0338,JINDALEE BOAT RAMP PARK,JINDALEE,MAINS POWER,2,152.9286731947655,-27.52999661013853,"{""coordinates"": [152.9286731947655, -27.52999661013853], ""type"": ""Point""}","-27.52999661013853, 152.9286731947655"
686,200561185,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1803-N001,D0019,THE BEIRNE PARK,HENDRA,MAINS POWER,1,153.06862187943875,-27.41909074192347,"{""coordinates"": [153.06862187943875, -27.41909074192347], ""type"": ""Point""}","-27.41909074192347, 153.06862187943875"
687,200569299,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1519-N001,D0503,MANN PARK,WINDSOR,MAINS POWER,2,153.03310492186307,-27.441132134322977,"{""coordinates"": [153.03310492186307, -27.441132134322977], ""type"": ""Point""}","-27.441132134322977, 153.03310492186307"
688,200570289,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2066-N004,D1258,COOLABAH CRESCENT PARK,BRIDGEMAN DOWNS,MAINS POWER,1,152.99896298281504,-27.3632927956624,"{""coordinates"": [152.99896298281504, -27.3632927956624], ""type"": ""Point""}","-27.3632927956624, 152.99896298281504"
689,200570294,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1736-N018,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,2,153.0533775154944,-27.470033372536353,"{""coordinates"": [153.0533775154944, -27.470033372536353], ""type"": ""Point""}","-27.470033372536353, 153.0533775154944"
690,200570338,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1736-N018,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,2,153.0537695968602,-27.469620156119994,"{""coordinates"": [153.0537695968602, -27.469620156119994], ""type"": ""Point""}","-27.469620156119994, 153.0537695968602"
691,200570360,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1437-N002,D0497,HINKLER PARK,WINDSOR,MAINS POWER,1,153.02388528895744,-27.431836823128936,"{""coordinates"": [153.02388528895744, -27.431836823128936], ""type"": ""Point""}","-27.431836823128936, 153.02388528895744"
692,200570419,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2135-N003,D1135,HAYWAL STREET PARK,TAIGUM,MAINS POWER,1,153.04989885310027,-27.34640842579542,"{""coordinates"": [153.04989885310027, -27.34640842579542], ""type"": ""Point""}","-27.34640842579542, 153.04989885310027"
693,100085085,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1736-N017,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,1,153.0522758825526,-27.47117186639144,"{""coordinates"": [153.0522758825526, -27.47117186639144], ""type"": ""Point""}","-27.47117186639144, 153.0522758825526"
694,100085117,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1918-N003,D0340,JAMBOREE PARK,JAMBOREE HEIGHTS,MAINS POWER,1,152.93304830152772,-27.558538742600497,"{""coordinates"": [152.93304830152772, -27.558538742600497], ""type"": ""Point""}","-27.558538742600497, 152.93304830152772"
695,100085484,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0312-N004,D2072,CALAMVALE DISTRICT PARK,CALAMVALE,MAINS POWER,2,153.03799376636064,-27.620458247924915,"{""coordinates"": [153.03799376636064, -27.620458247924915], ""type"": ""Point""}","-27.620458247924915, 153.03799376636064"
696,100085486,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0312-N008,D2072,CALAMVALE DISTRICT PARK,CALAMVALE,MAINS POWER,2,153.03917846322273,-27.620816395113813,"{""coordinates"": [153.03917846322273, -27.620816395113813], ""type"": ""Point""}","-27.620816395113813, 153.03917846322273"
697,100085934,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1186-N003,D3192,WATERFRONT PARK,NEWSTEAD,MAINS POWER,2,153.04555313535033,-27.44820223958127,"{""coordinates"": [153.04555313535033, -27.44820223958127], ""type"": ""Point""}","-27.44820223958127, 153.04555313535033"
698,100086071,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0610-N002,D1886,KOOKABURRA PARK - WEST,KARANA DOWNS,MAINS POWER,2,152.84068485546956,-27.543506741739083,"{""coordinates"": [152.84068485546956, -27.543506741739083], ""type"": ""Point""}","-27.543506741739083, 152.84068485546956"
699,100088980,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2010-N003,D0315,V.MCN.PEACHEY PARK,OXLEY,MAINS POWER,1,152.9742608299345,-27.549393230535824,"{""coordinates"": [152.9742608299345, -27.549393230535824], ""type"": ""Point""}","-27.549393230535824, 152.9742608299345"
700,100091903,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1750-N004,D0148,FERNY GROVE PICNIC GROUND PARK,FERNY GROVE,MAINS POWER,1,152.93818483705698,-27.402126674908978,"{""coordinates"": [152.93818483705698, -27.402126674908978], ""type"": ""Point""}","-27.402126674908978, 152.93818483705698"
701,100093514,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N037,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.92885215737394,-27.47808292761726,"{""coordinates"": [152.92885215737394, -27.47808292761726], ""type"": ""Point""}","-27.47808292761726, 152.92885215737394"
702,100101228,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0265-N002,D3398,KEN FLETCHER PARK,TENNYSON,MAINS POWER,2,153.00616060938953,-27.524285686934977,"{""coordinates"": [153.00616060938953, -27.524285686934977], ""type"": ""Point""}","-27.524285686934977, 153.00616060938953"
703,100107598,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2723-N002,D2178,KIMBERLY PARK,FITZGIBBON,MAINS POWER,1,153.02592043383268,-27.338510385092146,"{""coordinates"": [153.02592043383268, -27.338510385092146], ""type"": ""Point""}","-27.338510385092146, 153.02592043383268"
704,100107599,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0474-N005,D1461,IRIS PLACE PARK,FITZGIBBON,MAINS POWER,2,153.0293072908293,-27.342150295038568,"{""coordinates"": [153.0293072908293, -27.342150295038568], ""type"": ""Point""}","-27.342150295038568, 153.0293072908293"
705,100107611,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2724-N002,D2189,KURINGGAI PARK,FITZGIBBON,MAINS POWER,2,153.02678390276193,-27.340447255148394,"{""coordinates"": [153.02678390276193, -27.340447255148394], ""type"": ""Point""}","-27.340447255148394, 153.02678390276193"
706,100109249,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1446-N005,D0487,MCCOOK PARK,NEWMARKET,MAINS POWER,2,153.0137480511409,-27.437290706380672,"{""coordinates"": [153.0137480511409, -27.437290706380672], ""type"": ""Point""}","-27.437290706380672, 153.0137480511409"
707,100109883,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N002,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.96298495015873,-27.465682829630804,"{""coordinates"": [152.96298495015873, -27.465682829630804], ""type"": ""Point""}","-27.465682829630804, 152.96298495015873"
708,100117527,BBQ - GAS SINGLE,BARBEQUE,B-RE-1901-N015,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,1,152.9439962460207,-27.467393194244526,"{""coordinates"": [152.9439962460207, -27.467393194244526], ""type"": ""Point""}","-27.467393194244526, 152.9439962460207"
